,open,high,low,close,volume,fe_rsi_close,fe_rsi_open,fe_rsi_low,fe_rsi_high,fe_macd_opt_close,fe_macd_signal_opt_close,fe_macd_histogram_close,fe_bb_upper_close,fe_bb_lower_close,fe_bb_mid_close,fe_bb_upper_open,fe_bb_lower_open,fe_bb_mid_open,fe_bb_upper_low,fe_bb_lower_low,fe_bb_mid_low,fe_bb_upper_high,fe_bb_lower_high,fe_bb_mid_high,fe_obv_close,fe_adi,fe_adx,fe_aroon_up,fe_aroon_down,fe_so_k,fe_so_d,fe_ma_5_close,fe_ma_10_close,fe_ma_20_close,fe_ma_50_close,fe_ma_100_close,fe_wma_5_close,fe_wma_10_close,fe_wma_20_close,fe_wma_50_close,fe_wma_100_close,fe_ema_5_close,fe_ema_10_close,fe_ema_20_close,fe_ema_50_close,fe_ema_100_close,fe_ma_5_open,fe_ma_10_open,fe_ma_20_open,fe_ma_50_open,fe_ma_100_open,fe_wma_5_open,fe_wma_10_open,fe_wma_20_open,fe_wma_50_open,fe_wma_100_open,fe_ema_5_open,fe_ema_10_open,fe_ema_20_open,fe_ema_50_open,fe_ema_100_open,fe_ma_5_low,fe_ma_10_low,fe_ma_20_low,fe_ma_50_low,fe_ma_100_low,fe_wma_5_low,fe_wma_10_low,fe_wma_20_low,fe_wma_50_low,fe_wma_100_low,fe_ema_5_low,fe_ema_10_low,fe_ema_20_low,fe_ema_50_low,fe_ema_100_low,fe_ma_5_high,fe_ma_10_high,fe_ma_20_high,fe_ma_50_high,fe_ma_100_high,fe_wma_5_high,fe_wma_10_high,fe_wma_20_high,fe_wma_50_high,fe_wma_100_high,fe_ema_5_high,fe_ema_10_high,fe_ema_20_high,fe_ema_50_high,fe_ema_100_high,fe_tenkan_sen,fe_kijun_sen,fe_senkou_span_a,fe_senkou_span_b,fe_chikou_span,close_denoised,open_denoised,high_denoised,low_denoised,fe_volume_binned,fe_momentum_norm,fe_momentum_norm_binned,fe_williams
2024-06-16 12:00:00,66440.0,66568.0,66428.0,66521.0,14027.0,61.45571,58.871426,64.56737,61.799435,-683.1876,-562.28094,-120.9067,66533.2,65858.195,66195.7,66480.89,65863.305,66172.1,66395.22,65786.28,66090.75,66616.484,65891.81,66254.15,-1338021.1,345005.88,11.993242,85.71429,42.857143,74.753174,77.05123,66435.6,66303.7,66195.7,66148.74,66881.73,66482.0,66383.234,66270.766,66166.39,66418.68,66441.07,66349.164,66262.54,66338.94,66774.125,66374.4,66260.7,66172.1,66153.88,66888.89,66433.4,66335.63,66236.54,66150.914,66424.97,66400.98,66310.41,66234.34,66330.46,66778.2,66294.0,66181.4,66090.75,66019.42,66692.92,66341.2,66251.11,66157.28,66057.805,66278.68,66314.16,66226.86,66149.45,66213.836,66624.86,66518.2,66360.4,66254.15,66286.48,67073.55,66575.2,66456.74,66330.88,66252.57,66564.375,66526.77,66421.5,66334.17,66449.91,66922.81,66345.5,66224.5,66285.0,66172.0,65435.0,66558.89,66498.03,66619.18,66446.19,2.0,0.0045151156,6.0,-25.246826
2024-06-16 13:00:00,66521.0,66697.0,66500.0,66688.0,19225.0,66.17561,61.444588,66.92641,66.07373,-469.1811,-415.77325,-53.407837,66621.55,65824.75,66223.15,66534.94,65852.56,66193.75,66465.31,65763.984,66114.65,66688.18,65869.52,66278.85,-1318796.1,362474.25,13.7325535,78.57143,35.714287,98.30747,78.796425,66530.0,66363.4,66223.15,66143.06,66871.53,66566.13,66453.11,66317.65,66187.54,66414.84,66523.375,66410.77,66303.06,66352.625,66772.42,66435.8,66303.6,66193.75,66148.02,66880.59,66482.266,66382.96,66269.77,66165.305,66417.68,66440.984,66348.695,66261.65,66337.93,66773.11,66353.6,66228.6,66114.65,66015.0,66684.84,66409.87,66309.04,66196.26,66076.65,66274.86,66376.1,66276.52,66182.836,66225.06,66622.38,66598.0,66418.7,66278.85,66279.36,67062.99,66634.8,66517.945,66373.06,66268.67,66556.914,66583.516,66471.59,66368.73,66459.59,66918.34,66384.0,66224.5,66304.25,66172.0,65301.0,66575.78,66531.664,66637.13,66486.0,2.0,0.0071281865,6.0,-1.6925247
2024-06-16 14:00:00,66692.0,66727.0,66469.0,66483.0,37856.0,56.955597,66.245766,64.92222,66.99852,-180.22171,-162.3728,-17.848911,66649.92,65840.28,66245.1,66624.4,65818.5,66221.45,66516.99,65756.61,66136.8,66755.83,65860.77,66308.3,-1356652.1,328726.66,15.042344,100.0,28.571428,66.847824,79.96949,66555.8,66399.7,66245.1,66132.28,66856.84,66550.47,66474.85,66342.4,66200.87,66407.16,66509.92,66423.91,66320.195,66357.74,66766.69,66531.2,66363.5,66221.45,66142.14,66870.47,66567.664,66453.58,66317.23,66186.64,66413.945,66524.66,66411.12,66302.63,66351.82,66771.51,66420.0,66276.4,66136.8,66005.8,66672.49,66448.336,66352.74,66230.01,66094.45,66270.58,66407.07,66311.516,66210.086,66234.625,66619.35,66672.4,66477.7,66308.3,66269.08,67050.26,66677.8,66574.0,66415.74,66286.23,66550.266,66631.34,66518.03,66402.85,66470.08,66914.555,66397.5,66238.0,66317.75,66172.0,65843.0,66593.72,66588.734,66712.79,66482.82,4.0,0.001944118,6.0,-33.152172
2024-06-16 15:00:00,66483.0,66666.0,66476.0,66664.0,28075.0,61.99095,56.91672,65.17581,63.224644,-820.0305,-750.01984,-70.010666,66709.19,65841.914,66275.55,66653.06,65833.734,66243.4,66561.25,65763.25,66162.25,66799.78,65872.22,66336.0,-1328577.1,356210.62,16.258577,92.85714,21.428572,91.440216,85.53184,66559.2,66447.4,66275.55,66124.98,66846.22,66586.53,66522.91,66382.29,66221.72,66403.336,66561.28,66467.555,66352.94,66369.75,66764.66,66556.8,66399.8,66243.4,66131.4,66855.78,66551.6,66475.31,66342.13,66200.01,66406.27,66510.77,66424.19,66319.81,66356.96,66765.79,66453.2,66312.8,66162.25,65997.02,66660.47,66467.0,66389.04,66262.31,66112.89,66266.69,66430.05,66341.42,66235.414,66244.09,66616.51,66665.6,66525.6,66336.0,66256.2,67037.2,66675.664,66608.234,66449.81,66301.79,66542.66,66642.9,66544.93,66427.914,66477.766,66909.63,66432.0,66238.0,66335.0,66172.0,66531.0,66583.52,66602.43,66707.09,66479.37,3.0,0.00025507525,5.0,-8.559783
2024-06-16 16:00:00,66666.0,66692.0,66516.0,66545.0,29137.0,57.24923,61.96714,66.659134,64.15152,-809.86206,-580.63477,-229.22725,66726.15,65885.15,66305.65,66712.94,65834.96,66273.95,66580.32,65820.875,66200.6,66839.38,65893.92,66366.65,-1357714.1,336675.6,17.53151,85.71429,14.285714,75.271736,77.853264,66580.2,66478.0,66305.65,66117.18,66818.78,66581.8,66540.66,66407.95,66238.195,66397.37,66555.85,66481.64,66371.234,66376.625,66760.305,66560.4,66447.5,66273.95,66124.1,66845.07,66588.0,66523.71,66382.38,66220.97,66402.516,66562.516,66468.16,66352.78,66369.08,66763.81,66477.8,66357.6,66200.6,65996.96,66648.69,66487.93,66425.984,66296.0,66133.24,66263.83,66458.695,66373.164,66262.14,66254.76,66614.516,66670.0,66566.2,66366.65,66248.44,67009.88,66684.47,66638.49,66483.71,66318.88,66535.82,66659.266,66571.67,66453.06,66486.164,66905.32,66432.0,66238.0,66335.0,66172.0,67060.0,66557.74,66591.78,66653.42,66467.15,3.0,0.0015803733,6.0,-24.72826
2024-06-16 17:00:00,66545.0,66612.0,66419.0,66530.0,22728.0,56.6609,57.19315,59.98641,59.206844,-501.96097,-457.708,-44.25296,66744.37,65914.23,66329.3,66730.516,65877.58,66304.05,66595.31,65854.29,66224.8,66859.49,65925.51,66392.5,-1380442.1,340090.66,17.695938,78.57143,7.142857,73.233696,79.98189,66582.0,66508.8,66329.3,66120.94,66791.24,66565.07,66550.11,66429.32,66254.38,66391.65,66547.234,66490.43,66386.35,66382.64,66755.74,66581.4,66477.9,66304.05,66116.3,66817.62,66582.87,66541.44,66408.195,66237.48,66396.57,66556.68,66482.125,66371.086,66375.98,66759.484,66476.0,66385.0,66224.8,65999.82,66622.29,66468.336,66437.15,66316.8,66149.8,66259.28,66445.46,66381.5,66277.08,66261.195,66610.65,66678.8,66598.5,66392.5,66240.54,66979.99,66665.13,66646.82,66507.08,66333.14,66527.94,66643.51,66579.01,66468.2,66491.1,66899.516,66432.0,66238.0,66335.0,66057.0,66655.0,66545.73,66579.2,66635.42,66474.305,2.0,0.00013529562,5.0,-26.766304
2024-06-16 18:00:00,66530.0,66613.0,66520.0,66546.0,21210.0,57.166546,56.610897,64.024574,59.249126,-255.99323,-233.31981,-22.67342,66765.26,65934.14,66349.7,66745.805,65913.4,66329.6,66627.82,65873.38,66250.6,66877.68,65954.32,66416.0,-1359232.1,330740.03,17.85537,71.42857,0.0,72.53414,73.679855,66553.6,66541.8,66349.7,66147.02,66757.4,66553.07,66556.875,66449.96,66271.055,66386.8,66546.82,66500.53,66401.555,66389.05,66751.59,66583.2,66509.5,66329.6,66120.1,66790.08,66565.734,66550.91,66429.71,66253.7,66390.875,66547.78,66490.83,66386.22,66382.016,66754.94,66480.0,66416.8,66250.6,66027.32,66594.78,66483.0,66461.69,66344.914,66170.195,66257.26,66470.31,66406.68,66300.21,66271.34,66608.85,66662.0,66630.0,66416.0,66243.54,66946.67,66643.2,66649.45,66528.08,66347.74,66520.67,66633.336,66585.19,66481.99,66495.88,66893.84,66518.5,66238.0,66378.25,66020.5,66365.0,66548.03,66557.195,66639.38,66510.24,2.0,-0.0021293187,5.0,-27.465857
2024-06-16 19:00:00,66544.0,66591.0,66475.0,66497.0,20424.0,55.04832,57.050385,61.067497,57.828995,-569.3266,-505.55295,-63.773655,66777.76,65954.34,66366.05,66766.34,65933.45,66349.9,66652.88,65882.92,66267.9,66892.99,65976.2,66434.6,-1379656.1,318063.06,17.540703,64.28571,7.142857,65.09863,70.288826,66556.4,66556.1,66366.05,66170.04,66725.27,66534.2,66548.73,66463.984,66284.77,66381.64,66530.22,66499.89,66410.65,66393.28,66746.55,66553.6,66542.4,66349.9,66146.14,66756.22,66552.664,66557.18,66450.13,66270.33,66386.01,66546.52,66500.5,66401.25,66388.375,66750.76,66481.2,66450.6,66267.9,66056.14,66564.22,66481.336,66472.27,66366.29,66187.75,66254.88,66471.875,66419.1,66316.86,66279.33,66606.2,66634.8,66653.6,66434.6,66261.3,66912.91,66619.53,66642.37,66544.75,66361.37,66513.63,66619.23,66586.24,66492.375,66499.61,66887.84,66560.0,66238.0,66399.0,65880.5,66539.0,66503.96,66511.47,66581.12,66473.305,2.0,0.00021058015,5.0,-34.901367
2024-06-16 20:00:00,66497.0,66548.0,66418.0,66462.0,22410.0,53.522774,55.034992,57.448086,55.051544,-712.9562,-757.72864,44.772514,66781.21,65984.49,66382.85,66778.87,65953.54,66366.2,66663.74,65907.76,66285.75,66900.12,66003.29,66451.7,-1402066.1,310822.9,16.6924,57.142857,0.0,55.084747,64.239174,66516.0,66537.6,66382.85,66189.96,66693.97,66502.734,66531.62,66473.125,66296.23,66376.43,66507.48,66493.0,66415.54,66395.98,66740.914,66556.4,66556.6,66366.2,66169.1,66724.09,66533.8,66548.93,66464.14,66284.086,66380.875,66530.016,66499.86,66410.37,66392.63,66745.734,66469.6,66461.4,66285.75,66083.38,66535.82,66460.266,66466.34,66380.58,66201.94,66251.99,66453.914,66418.9,66326.49,66284.77,66602.48,66611.2,66638.4,66451.7,66282.58,66880.81,66590.6,66623.164,66555.55,66372.62,66506.41,66595.484,66579.29,66497.67,66501.51,66881.12,66572.5,66238.0,66405.25,65880.5,66616.0,66416.39,66443.445,66469.164,66365.89,2.0,-0.003030121,5.0,-44.915253
2024-06-16 21:00:00,66399.0,66425.0,66339.0,66402.0,6126.0,50.91771,50.990154,52.779057,47.9563,-319.97577,-507.5657,187.58992,66775.94,66018.664,66397.3,66777.55,65982.26,66379.9,66663.914,65935.19,66299.55,66893.32,66036.586,66464.95,-1408192.1,313672.22,15.796734,50.0,14.285714,44.915253,55.03288,66487.4,66533.8,66397.3,66208.8,66660.32,66464.734,66506.96,66474.945,66304.54,66370.64,66472.32,66476.45,66414.25,66396.21,66734.2,66503.0,66531.7,66379.9,66187.8,66692.17,66481.336,66520.27,66467.266,66293.1,66374.44,66486.34,66481.52,66409.28,66392.88,66738.87,66434.2,66456.0,66299.55,66105.28,66504.58,66416.734,66444.09,66385.66,66211.96,66248.09,66415.61,66404.375,66327.68,66286.9,66597.26,66557.8,66613.9,66464.95,66298.28,66846.91,66528.53,66584.37,66553.01,66378.195,66497.375,66538.66,66551.234,66490.75,66498.51,66872.08,66533.0,66238.0,66385.5,65891.5,66469.0,66456.85,66439.93,66538.23,66375.47,1.0,-0.0021489218,5.0,-55.084747
2024-06-16 22:00:00,66407.0,66881.0,66407.0,66672.0,31165.0,60.285305,51.304783,56.08737,65.63792,-472.27548,-549.6307,77.35517,66795.695,66056.91,66426.3,66773.055,66016.04,66394.55,66665.21,65970.086,66317.65,66937.7,66067.9,66502.8,-1377027.1,317354.16,17.095417,100.0,7.142857,71.9086,57.302868,66515.8,66548.9,66426.3,66228.24,66639.09,66526.266,66532.09,66501.11,66322.7,66370.875,66538.875,66512.01,66438.8,66407.02,66732.97,66475.4,66528.4,66394.55,66206.68,66658.56,66449.336,66497.6,66469.84,66301.695,66368.79,66459.9,66467.98,66409.07,66393.44,66732.3,66431.8,66453.9,66317.65,66124.68,66483.12,66407.664,66435.18,66395.88,66223.8,66246.16,66412.74,66404.85,66335.234,66291.61,66593.49,66611.6,66645.2,66502.8,66317.58,66817.97,66636.266,66632.93,66592.625,66401.055,66498.055,66652.77,66611.195,66527.914,66513.51,66872.26,66610.0,66408.0,66509.0,66062.5,65715.0,66627.63,66506.305,66793.07,66494.6,3.0,0.0021343755,6.0,-28.091398
2024-06-16 23:00:00,66672.0,66779.0,66588.0,66618.0,56754.0,57.90499,60.378498,63.431408,60.672394,10.1704645,-361.0631,371.23358,66796.945,66108.36,66452.65,66793.67,66053.42,66423.55,66685.51,66005.79,66345.65,66948.05,66124.055,66536.05,-1433781.1,278428.62,18.301336,92.85714,0.0,53.940456,56.921436,66530.2,66541.9,66452.65,66238.7,66630.27,66560.336,66544.66,66519.37,66337.99,66370.46,66565.25,66531.28,66455.86,66415.3,66730.695,66503.8,66543.5,66423.55,66226.7,66637.34,66514.87,66523.71,66496.27,66319.945,66369.055,66530.59,66505.07,66434.11,66404.36,66731.1,66445.4,66462.7,66345.65,66143.92,66476.87,66459.734,66459.56,66421.63,66241.97,66248.234,66471.16,66438.15,66359.31,66303.23,66593.38,66644.8,66653.4,66536.05,66323.0,66794.0,66692.07,66657.26,66618.93,66419.15,66497.28,66694.84,66641.7,66551.83,66523.92,66870.414,66610.0,66436.0,66523.0,66159.0,65098.0,66646.75,66559.81,66858.54,66505.19,5.0,0.0010819583,6.0,-46.059544
2024-06-17 00:00:00,66618.0,66864.0,66498.0,66529.0,52331.0,54.112694,58.00653,58.217674,63.172646,-201.15263,-452.19626,251.04362,66782.77,66163.42,66473.1,66796.13,66103.47,66449.8,66675.01,66066.99,66371.0,66964.98,66179.82,66572.4,-1486112.1,234962.44,18.68115,85.71429,0.0,35.05535,53.634804,66536.6,66546.5,66473.1,66251.12,66614.94,66559.93,66542.31,66526.64,66349.375,66368.45,66553.17,66530.87,66462.83,66419.76,66726.7,66518.6,66536.1,66449.8,66237.16,66628.49,66552.93,66537.26,66514.79,66335.29,66368.67,66559.734,66525.6,66451.625,66412.734,66728.87,66450.0,66465.6,66371.0,66158.24,66467.76,66477.266,66465.984,66436.14,66255.85,66248.66,66480.11,66449.03,66372.516,66310.87,66591.49,66699.4,66667.1,66572.4,66337.42,66780.07,66765.13,66695.55,66650.164,66440.36,66498.67,66751.234,66682.125,66581.56,66537.26,66870.28,66610.0,66436.0,66523.0,66253.5,65445.0,66534.75,66619.445,66765.01,66433.27,5.0,0.0004812247,6.0,-64.94465
2024-06-17 01:00:00,66529.0,66567.0,66229.0,66422.0,56230.0,49.882923,54.2255,46.037563,50.977493,-2.0869927,-27.587177,25.500185,66766.805,66202.89,66484.85,66782.94,66157.56,66470.25,66664.77,66088.93,66376.85,66942.07,66240.73,66591.4,-1542342.1,242947.77,17.419415,78.57143,100.0,29.601227,39.532345,66528.6,66522.3,66484.85,66260.78,66594.35,66521.734,66519.67,66521.77,66356.08,66364.63,66509.445,66511.07,66458.94,66419.84,66720.664,66525.0,66540.7,66470.25,66249.58,66613.37,66556.4,66535.96,66522.336,66346.734,66366.7,66549.484,66526.22,66458.99,66417.3,66724.91,66412.2,66440.9,66376.85,66166.84,66449.66,66403.6,66422.96,66422.62,66258.625,66243.93,66396.41,66409.02,66358.85,66307.66,66584.31,66703.2,66657.2,66591.4,66349.08,66759.7,66721.0,66677.34,66649.66,66449.37,66494.445,66689.82,66661.19,66580.17,66538.42,66864.28,66555.0,66436.0,66495.5,66315.0,65465.0,66419.53,66566.37,66642.44,66326.31,5.0,-0.00060184766,5.0,-70.39877
2024-06-17 02:00:00,66421.0,66434.0,66179.0,66288.0,62155.0,45.12576,49.968998,44.187042,46.635815,11.14327,25.40378,-14.2605095,66761.414,66213.19,66487.3,66768.03,66195.664,66481.85,66649.84,66114.95,66382.4,66929.03,66268.57,66598.8,-1604497.1,233929.2,16.519028,71.42857,100.0,15.527065,26.72788,66505.8,66496.6,66487.3,66264.82,66574.23,66441.53,66477.07,66503.02,66357.14,66358.56,66435.63,66470.516,66442.66,66414.67,66712.1,66529.4,66516.2,66481.85,66259.22,66592.87,66521.734,66514.2,66517.64,66353.45,66362.89,66506.66,66507.086,66455.375,66417.445,66718.89,66380.2,66407.2,66382.4,66172.96,66429.39,66325.87,66375.34,66403.77,66259.1,66238.57,66323.94,66367.2,66341.72,66302.61,66576.29,66705.0,66631.4,66598.8,66354.1,66739.2,66631.266,66636.766,66634.664,66452.695,66488.0,66604.55,66619.88,66566.25,66534.33,66855.76,66530.0,66436.0,66483.0,66315.0,65560.0,66246.914,66376.19,66416.41,66142.49,6.0,-0.0017168158,5.0,-84.47293
2024-06-17 03:00:00,66288.0,66373.0,66112.0,66166.0,50918.0,41.267075,45.25757,41.764465,44.75318,111.367615,28.95091,82.4167,66770.29,66198.71,66484.5,66763.11,66205.29,66484.2,66654.37,66107.13,66380.75,66919.2,66286.8,66603.0,-1655415.1,204080.72,16.03959,64.28571,100.0,7.0221066,17.383467,66404.6,66460.2,66484.5,66268.8,66553.7,66328.266,66416.96,66472.42,66353.266,66350.484,66345.75,66415.15,66416.31,66404.92,66701.29,66505.6,66490.5,66484.2,66263.24,66572.78,66441.266,66472.71,66499.18,66354.586,66356.85,66433.77,66467.26,66439.43,66412.37,66710.36,66321.2,66376.5,66380.75,66175.98,66409.63,66236.47,66321.67,66378.02,66256.71,66232.28,66253.29,66320.805,66319.84,66295.14,66567.09,66603.4,66607.5,66603.0,66357.74,66719.86,66520.6,66589.78,66613.16,66453.44,66480.75,66527.37,66574.99,66547.84,66528.0,66846.195,66496.5,66436.0,66466.25,66315.0,65563.0,66210.88,66294.33,66348.45,66097.875,5.0,-0.007589393,5.0,-92.97789
2024-06-17 04:00:00,66164.0,66393.0,66130.0,66378.0,36077.0,49.36906,41.343616,42.673786,45.52959,227.47144,-16.305996,243.77744,66755.78,66229.42,66492.6,66770.96,66192.44,66481.7,66661.76,66092.54,66377.15,66907.93,66307.57,66607.75,-1619338.1,236042.47,15.464334,57.142857,92.85714,34.590378,19.046516,66356.6,66443.4,66492.6,66274.14,66534.56,66319.4,66402.016,66462.28,66357.55,66347.0,66356.5,66408.39,66412.664,66403.87,66694.88,66404.0,66453.9,66481.7,66267.1,66552.23,66327.4,66413.34,66468.69,66350.695,66348.76,66343.85,66412.12,66413.2,66402.625,66699.54,66229.6,66337.5,66377.15,66179.76,66391.27,66172.734,66276.85,66354.14,66254.91,66226.74,66212.195,66286.11,66301.766,66288.664,66558.44,66526.2,66585.5,66607.75,66362.5,66700.18,66450.47,66550.78,66593.16,66454.82,66474.27,66482.58,66541.91,66533.1,66522.7,66837.23,66496.5,66436.0,66466.25,66315.0,65465.0,66337.36,66299.65,66460.914,66205.375,4.0,-0.00360263,5.0,-65.40962
2024-06-17 05:00:00,66378.0,66516.0,66240.0,66299.0,47677.0,46.779415,49.46602,48.01582,50.167843,210.47531,140.33038,70.144936,66759.83,66219.875,66489.85,66756.93,66222.77,66489.85,66652.71,66111.89,66382.3,66896.44,66335.164,66615.8,-1667015.1,208749.11,14.552624,50.0,85.71429,24.317295,21.976593,66310.6,66423.6,66489.85,66276.9,66518.11,66300.2,66375.766,66443.84,66358.52,66342.336,66337.336,66388.5,66401.836,66399.76,66687.05,66356.0,66437.3,66489.85,66272.44,66533.18,66318.734,66399.55,66458.81,66355.04,66345.31,66355.234,66405.914,66409.85,66401.66,66693.17,66178.0,66314.0,66382.3,66182.86,66374.57,66176.2,66259.125,66341.08,66257.27,66223.75,66221.46,66277.73,66295.88,66286.75,66552.13,66456.6,66578.0,66615.8,66369.26,66682.14,66447.07,66538.15,66584.42,66460.836,66470.625,66493.72,66537.195,66531.47,66522.445,66830.87,66496.5,66436.0,66466.25,66315.0,65637.0,66311.39,66258.18,66450.78,66178.35,5.0,-0.003457139,5.0,-75.6827
2024-06-17 06:00:00,66299.0,66352.0,66053.0,66065.0,56775.0,40.074047,46.884945,41.01802,44.70215,219.33763,178.17836,41.15926,66778.016,66143.484,66460.75,66760.81,66213.29,66487.05,66674.58,66064.32,66369.45,66898.48,66298.32,66598.4,-1723790.1,156531.31,14.343118,42.857143,100.0,1.4492754,20.118982,66239.2,66383.9,66460.75,66275.32,66501.76,66218.336,66310.56,66403.38,66350.22,66333.37,66246.555,66329.69,66369.76,66386.625,66674.73,66310.0,66417.5,66487.05,66275.12,66516.7,66299.734,66374.4,66440.63,66356.086,66340.67,66336.484,66386.48,66399.29,66397.63,66685.37,66142.8,66277.5,66369.45,66181.96,66358.56,66134.53,66211.67,66309.72,66252.18,66217.38,66165.305,66236.87,66272.75,66277.586,66542.25,66413.6,66558.4,66598.4,66370.94,66664.35,66412.2,66497.055,66559.3,66460.164,66464.09,66446.48,66503.52,66514.375,66515.76,66821.38,66467.0,66467.0,66467.0,66315.0,65713.0,66167.32,66211.86,66369.6,66053.414,5.0,-0.0053747254,5.0,-98.55073
2024-06-17 07:00:00,66069.0,66328.0,65897.0,66135.0,52621.0,42.71916,40.293064,36.269226,43.947567,203.51706,190.86578,12.651275,66793.16,66097.84,66445.5,66776.484,66139.72,66458.1,66712.31,65976.984,66344.65,66901.414,66261.18,66581.3,-1671169.1,162025.38,14.85134,35.714287,100.0,24.186993,16.651188,66208.6,66357.2,66445.5,66275.56,66488.84,66183.6,66265.31,66372.36,66344.71,66326.1,66209.37,66294.29,66347.4,66376.76,66664.04,66239.6,66384.5,66458.1,66273.54,66500.42,66219.4,66311.04,66400.82,66348.0,66331.805,66247.33,66328.75,66367.836,66384.75,66673.164,66086.4,66233.3,66344.65,66177.76,66347.88,66052.6,66142.49,66264.73,66241.01,66208.24,66075.875,66175.07,66236.96,66262.664,66529.47,66392.4,66548.7,66581.3,66371.7,66649.6,66383.664,66455.164,66533.54,66458.48,66457.43,66406.984,66471.61,66496.625,66508.4,66811.61,66380.5,66389.0,66384.75,66315.0,65450.0,66067.266,66183.12,66324.17,65944.39,5.0,-0.00230811,5.0,-75.81301
2024-06-17 08:00:00,66136.0,66268.0,65955.0,66137.0,47605.0,42.79685,42.815308,39.09259,42.037113,46.917343,80.46692,-33.549576,66796.82,66055.78,66426.3,66790.93,66094.87,66442.9,66723.38,65918.62,66321.0,66914.4,66218.2,66566.3,-1623564.1,169782.11,15.323261,28.571428,92.85714,24.390244,16.675503,66202.8,66303.7,66426.3,66277.2,66477.14,66159.734,66225.27,66342.98,66339.28,66319.13,66185.25,66265.69,66327.36,66367.36,66653.6,66209.2,66357.4,66442.9,66273.72,66487.51,66184.87,66265.85,66370.14,66342.61,66324.59,66210.22,66293.7,66345.76,66374.99,66662.52,66055.0,66188.1,66321.0,66176.54,66334.5,66008.8,66091.89,66227.62,66232.266,66200.46,66035.58,66135.06,66210.11,66250.59,66518.09,66371.4,66487.4,66566.3,66370.86,66635.51,66342.2,66404.125,66503.7,66454.414,66449.875,66360.66,66434.59,66474.85,66498.97,66800.84,66380.5,66389.0,66384.75,66315.0,65423.0,65960.27,66159.62,66270.87,65804.0,5.0,-0.00043829158,5.0,-75.60976
2024-06-17 09:00:00,66136.0,66195.0,65605.0,65675.0,51053.0,31.999893,42.815308,30.353737,39.77178,-93.81191,-35.718925,-58.092987,66851.27,65900.02,66375.65,66794.14,66053.164,66423.65,66776.27,65776.23,66276.25,66919.1,66163.305,66541.2,-1674617.1,130843.375,17.02153,21.428572,100.0,5.4858932,18.021044,66062.2,66209.4,66375.65,66271.44,66458.3,65983.8,66110.96,66271.42,66315.664,66303.25,66015.164,66158.29,66265.234,66340.2,66634.23,66203.6,66303.8,66423.65,66275.28,66475.89,66160.47,66225.6,66340.914,66337.2,66317.63,66185.48,66265.03,66325.78,66365.62,66652.09,65950.0,66089.8,66276.25,66169.72,66317.57,65858.8,65985.875,66159.42,66209.86,66186.016,65892.055,66038.69,66152.48,66225.28,66500.016,66331.8,66429.0,66541.2,66372.86,66621.01,66283.4,66350.96,66468.34,66447.516,66441.15,66305.44,66391.03,66448.2,66487.05,66788.85,66086.0,66243.0,66164.5,66243.0,65336.0,65880.0,66041.0,66164.4,65709.96,5.0,-0.010590859,5.0,-94.51411
2024-06-17 10:00:00,65673.0,65908.0,65521.0,65829.0,54207.0,37.646812,31.98605,28.695778,32.38317,-52.459435,-36.1595,-16.299934,66871.53,65814.37,66342.95,66847.22,65898.18,66372.7,66818.5,65639.195,66228.85,66957.836,66042.664,66500.25,-1620410.1,162919.36,18.837166,14.285714,100.0,22.647058,17.507732,65968.2,66139.4,66342.95,66265.78,66441.68,65906.07,66041.8,66219.36,66298.31,66290.79,65953.11,66098.42,66223.69,66320.16,66618.28,66062.6,66209.3,66372.7,66269.48,66457.12,65983.6,66110.91,66269.42,66313.586,66301.734,66014.65,66157.39,66263.61,66338.46,66632.71,65806.2,65992.1,66228.85,66160.88,66299.91,65715.8,65882.45,66087.49,66184.414,66170.24,65768.37,65944.56,66092.336,66197.66,66480.63,66210.2,66333.4,66500.25,66368.78,66604.49,66142.13,66256.234,66408.04,66429.28,66427.03,66172.96,66303.2,66396.75,66464.34,66771.41,66018.5,66201.0,66109.75,66201.0,65198.0,65847.92,65818.12,66007.56,65676.945,5.0,-0.0070890966,5.0,-77.35294
2024-06-17 11:00:00,65838.0,65999.0,65742.0,65755.0,40266.0,36.095665,38.00403,38.251926,36.41661,63.767082,12.38323,51.38385,66862.88,65732.12,66297.5,66865.58,65815.32,66340.45,66806.555,65577.75,66192.15,66966.59,65967.21,66466.9,-1660676.1,126726.95,19.91103,7.142857,92.85714,17.205883,15.112945,65906.2,66072.7,66297.5,66258.6,66422.33,65835.0,65971.91,66163.37,66278.28,66277.195,65887.07,66035.98,66179.05,66297.99,66601.19,65970.4,66140.2,66340.45,66264.0,66440.59,65908.734,66043.4,66218.5,66296.664,66289.47,65955.766,66099.32,66223.08,66318.836,66616.97,65744.0,65943.4,66192.15,66156.0,66283.68,65694.4,65836.984,66041.125,66167.99,66159.195,65759.58,65907.734,66058.98,66179.79,66466.0,66139.6,66276.6,66466.9,66365.32,66587.58,66071.734,66195.44,66360.3,66414.78,66415.04,66114.97,66247.9,66358.875,66446.09,66756.11,66018.5,66201.0,66109.75,66201.0,64808.0,65707.35,65717.63,65898.336,65559.91,4.0,-0.0046923487,5.0,-82.79412
