time,open,high,low,close,tick_volume,spread,real_volume
2024-10-08 04:41:00,62646.26,62646.99,62634.0,62646.99,23,1,0
2024-10-08 04:42:00,62646.99,62646.99,62634.0,62636.0,27,1,0
2024-10-08 04:43:00,62636.0,62643.37,62622.0,62643.37,24,1,0
2024-10-08 04:44:00,62643.37,62646.99,62638.0,62646.99,20,1,0
2024-10-08 04:45:00,62646.99,62680.04,62646.99,62658.34,34,1,0
2024-10-08 04:46:00,62658.34,62710.0,62656.0,62710.0,29,1,0
2024-10-08 04:47:00,62710.0,62736.0,62702.0,62722.2,45,1,0
2024-10-08 04:48:00,62722.2,62722.2,62679.72,62679.72,53,1,0
2024-10-08 04:49:00,62679.72,62706.98,62678.1,62703.78,17,1,0
2024-10-08 04:50:00,62703.78,62703.78,62624.0,62624.0,42,1,0
2024-10-08 04:51:00,62622.52,62622.52,62600.0,62614.51,22,1,0
2024-10-08 04:52:00,62614.51,62614.51,62582.01,62592.42,25,1,0
2024-10-08 04:53:00,62592.42,62601.16,62568.01,62577.99,22,1,0
2024-10-08 04:54:00,62577.99,62619.99,62577.99,62619.99,20,1,0
2024-10-08 04:55:00,62619.99,62629.46,62619.99,62629.46,8,1,0
2024-10-08 04:56:00,62629.46,62633.33,62620.01,62622.0,22,1,0
2024-10-08 04:57:00,62622.0,62664.49,62622.0,62664.49,27,1,0
2024-10-08 04:58:00,62664.49,62664.59,62662.0,62664.59,6,1,0
2024-10-08 04:59:00,62664.59,62664.59,62630.0,62630.0,15,1,0
2024-10-08 05:00:00,62630.0,62689.99,62630.0,62689.99,17,1,0
2024-10-08 05:01:00,62689.99,62699.99,62665.97,62692.53,40,1,0
2024-10-08 05:02:00,62692.53,62709.61,62692.53,62709.61,17,1,0
2024-10-08 05:03:00,62709.93,62710.96,62708.0,62709.0,7,1,0
2024-10-08 05:04:00,62709.0,62713.31,62707.57,62708.01,8,1,0
2024-10-08 05:05:00,62708.01,62721.99,62680.0,62680.0,22,1,0
2024-10-08 05:06:00,62680.0,62703.99,62680.0,62690.0,21,1,0
2024-10-08 05:07:00,62690.0,62699.99,62680.0,62699.99,25,1,0
2024-10-08 05:08:00,62699.99,62711.99,62668.77,62673.99,33,1,0
2024-10-08 05:09:00,62673.99,62673.99,62666.69,62671.99,10,1,0
2024-10-08 05:10:00,62671.99,62679.99,62657.24,62679.99,18,1,0
2024-10-08 05:11:00,62679.99,62679.99,62640.0,62647.99,27,1,0
2024-10-08 05:12:00,62647.99,62647.99,62600.0,62600.0,32,1,0
2024-10-08 05:13:00,62600.0,62600.0,62569.5,62569.5,14,1,0
2024-10-08 05:14:00,62569.5,62569.5,62569.5,62569.5,1,1,0
2024-10-08 05:15:00,62569.5,62575.99,62569.5,62569.5,10,1,0
2024-10-08 05:16:00,62570.8,62577.99,62570.8,62576.44,12,1,0
2024-10-08 05:17:00,62576.44,62576.44,62544.45,62557.82,31,1,0
2024-10-08 05:18:00,62561.99,62563.99,62544.24,62545.76,24,1,0
2024-10-08 05:19:00,62545.76,62545.76,62503.23,62515.74,32,1,0
2024-10-08 05:20:00,62515.74,62524.99,62506.01,62509.99,25,1,0
2024-10-08 05:21:00,62509.99,62509.99,62501.34,62501.34,10,1,0
2024-10-08 05:22:00,62501.34,62507.99,62496.02,62500.0,16,1,0
2024-10-08 05:23:00,62500.0,62500.0,62419.9,62449.08,55,1,0
