open,high,low,close,volume,smoothed_data,macd_line,signal_line,histo
69976,70042,69806,69955,23789.0,69995.77114449468,32.22521080178558,11.135664185711068,21.08954661607451
69955,70199,69900,70151,29221.0,69944.54109028594,24.76671614164661,17.951663830185247,6.815052311461365
70151,70236,69725,69725,37796.0,69902.97207103632,11.15298225749575,14.552884426359688,-3.399902168863937
69721,70059,69480,69611,44642.0,69830.81349691079,-44.03780559450388,-29.742727678329995,-14.295077916173884
69611,69860,69400,69543,43107.0,69816.06902546712,-35.35118565679295,-16.451556763141348,-18.899628893651602
69544,70133,69401,70064,51804.0,69876.75328468357,15.49054891616106,0.5736404446130035,14.916908471548057
70063,70540,69882,70413,46348.0,69938.37250716967,38.74527471512556,26.021396967675383,12.723877747450178
70415,70614,70165,70199,44441.0,70026.38748972486,63.37263793498278,50.92222504909343,12.45041288588935
70197,70412,69661,69820,47255.0001,70000.85890866749,18.686319895088673,29.431622849864866,-10.745302954776193
69819,69860,69235,69553,46169.0,69841.81936749,-70.15683890134096,-36.96068344947976,-33.1961554518612
69556,69762,69417,69587,42751.9999,69636.61267140498,-137.57841799408197,-104.03917120379741,-33.539246790284565
69588,69927,69358,69399,42285.0,69344.72645476191,-214.7892082259059,-177.87252819037437,-36.91668003553153
69373,69592,68903,69454,35621.0001,69196.52931347581,-181.39460411667824,-180.22057881287725,-1.1740253038009882
69419,69469,69007,69081,27170.0,69216.22989084428,-80.69730228930712,-113.87172810511575,33.17442581580863
69083,69185,68964,69125,30394.0,69258.49602100767,-19.348651871085167,-50.856344917653786,31.50769304656862
69117,69575,69117,69454,39655.0,69384.98449239142,53.32567362487316,18.59833352459548,34.72734010027769
69449,69579,69209,69445,42679.0,69441.00981604306,55.162836737930775,42.97466890081302,12.188167837117753
69446,69528,69306,69451,31390.0,69406.1285946481,10.081418044865131,21.045834564721694,-10.964416519856563
69465,69485,69236,69407,35222.0,69407.0569769571,5.540708638727665,10.709083435794811,-5.1683747970671465
69391,69549,69354,69515,36565.0,69404.58902010294,1.2703542336821556,4.416597186812816,-3.1462429531306606
69494,69536,69286,69412,37080.0,69452.19815052875,24.635177306830883,17.895650853473473,6.73952645335741
69435,69636,69323,69541,36604.0,69567.66134104032,69.8175890892744,52.510276925142485,17.307312164131922
69541,69823,69409,69695,42415.0,69695.25601581045,166.69349301418697,136.88251183992668,29.81098117426029
69695,69805,69530,69648,41661.0,69852.59376989648,231.21595484875434,199.77515875167342,31.44079609708092
69651,69791,69542,69601,44171.0,69833.20630550243,151.57756074074132,167.64035598950392,-16.062795248762598
